,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
6527,Don King Boxing,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.09,0.0,0.03,0.26,55.0,17.0,tbd,,2K Shanghai,T
6539,J-League Pro Soccer Club wo Tsukurou!,SAT,1996.0,Sports,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
6546,Tony Hawk: Shred,X360,2010.0,Sports,Activision,0.17,0.06,0.0,0.02,0.26,53.0,10.0,6.6,10.0,Robomodo,E
6565,Backyard NFL Football,GC,2002.0,Sports,Infogrames,0.2,0.05,0.0,0.01,0.26,,,,,,
6566,All-Star Baseball 2003,XB,2002.0,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,79.0,15.0,8.1,7.0,Acclaim,E
6569,NHL Rock the Rink,PS,1999.0,Sports,Electronic Arts,0.14,0.1,0.0,0.02,0.26,,,,,,
6570,NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58.0,19.0,7.8,8.0,989 Sports,E
6579,Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E
6580,MVP Baseball 2004,GC,2004.0,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,25.0,8.5,11.0,EA Sports,E
6585,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998.0,Sports,Axela,0.0,0.0,0.24,0.02,0.25,,,,,,
6590,Madden NFL 08,DS,2007.0,Sports,Electronic Arts,0.23,0.0,0.0,0.02,0.25,71.0,11.0,tbd,,Exient Entertainment,E
6598,Surfing H3O,PS2,2000.0,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46.0,15.0,4.6,8.0,Opus,E
6608,Power Pro Kun Pocket 2,GB,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25,,,,,,
6613,Triple Play 2002,XB,2002.0,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,64.0,17.0,tbd,,Pandemic Studios,E
6622,Amped 2,XB,2003.0,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80.0,34.0,7.7,20.0,Indie Built,E
6625,College Hoops 2K6,PS2,,Sports,Unknown,0.12,0.1,0.0,0.03,0.25,77.0,14.0,7.3,6.0,2K Sports,E
6636,Dead or Alive Xtreme 2,X360,2006.0,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53.0,46.0,6.7,42.0,Team Ninja,M
6637,Jonah Lomu Rugby Challenge,PS3,,Sports,Home Entertainment Suppliers,0.0,0.19,0.0,0.06,0.25,64.0,6.0,,,Sidhe Interactive,E
6654,NHL 06,XB,2005.0,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,79.0,35.0,8.4,18.0,EA Canada,E10+
6670,Fox Sports College Hoops '99,N64,1998.0,Sports,Fox Interactive,0.2,0.05,0.0,0.0,0.25,,,,,,
6675,Wayne Gretzky's 3D Hockey '98,N64,1997.0,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25,,,,,,
6676,NBA Courtside 2 featuring Kobe Bryant,N64,1999.0,Sports,Nintendo,0.2,0.05,0.0,0.0,0.25,,,,,,
6678,NBA Showtime: NBA on NBC,N64,1999.0,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25,,,,,,
6692,World Series Baseball 2K3,PS2,2003.0,Sports,Sega,0.12,0.1,0.0,0.03,0.25,87.0,21.0,8.7,19.0,Blue Shift,E
6693,Tony Hawk's Proving Ground,Wii,2007.0,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57.0,8.0,6.2,19.0,Page 44 Studios,T
6694,Pro Yakyuu Team o Tsukurou!,SAT,1998.0,Sports,Sega,0.0,0.0,0.25,0.0,0.25,,,,,,
6699,Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,56.0,45.0,6.4,29.0,Venom Games,T
6704,NBA Jam Tournament Edition,PS,1995.0,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25,,,,,,
6706,Tennis no Oji-Sama: Genius Boys Academy,GBA,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.01,0.25,,,,,,
6712,Netsu Chu! Pro Yakyuu 2002,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25,,,,,,
6719,Daisy Fuentes Pilates,Wii,2009.0,Sports,505 Games,0.17,0.06,0.0,0.02,0.25,,,tbd,,Collision Studios,E
6731,UEFA Euro 2008 Austria-Switzerland,PSP,2008.0,Sports,Electronic Arts,0.06,0.12,0.0,0.06,0.25,,,,,,
6740,Major League Baseball 2K7,PS3,2007.0,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74.0,19.0,4.7,7.0,Kush Games,E
6758,NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71.0,18.0,7.4,7.0,Left Field Productions,E
6771,Racquet Sports,Wii,2010.0,Sports,Ubisoft,0.13,0.09,0.0,0.02,0.24,51.0,8.0,8.6,15.0,Asobo Studio,E
6772,Jikkyou Powerful Pro Yakyuu 2001,PS,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24,,,,,,
6783,Gallop Racer (JP),PS,1996.0,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,,,,,,
6784,Cabela's Outdoor Adventures (2009),X360,2009.0,Sports,Activision Value,0.23,0.0,0.0,0.02,0.24,,,7.8,4.0,FUN Labs,T
6787,MLB,PSP,2005.0,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80.0,26.0,7.9,18.0,989 Sports,E
6792,World Soccer Winning Eleven 7,PS2,2003.0,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24,,,,,,
6794,Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24,,,,,,
6799,Pro Yaky? Spirits 2011,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,,
6815,NBA Live 10,PSP,2009.0,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,64.0,4.0,4.2,10.0,EA Canada,E
6824,Pro Yaky? Spirits 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,,
6844,Jikkyou Powerful Pro Yakyuu 15,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24,,,,,,
6853,NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83.0,17.0,8,6.0,Kush Games,E
6855,NHL 17,XOne,2016.0,Sports,Electronic Arts,0.2,0.01,0.0,0.03,0.24,77.0,23.0,4,38.0,"EA Canada, EA Vancouver",E10+
6856,NCAA March Madness 2004,XB,2003.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,81.0,16.0,tbd,,EA Sports,E
6861,Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64.0,7.0,5.4,5.0,Vicarious Visions,E
6872,FIFA 14,3DS,2013.0,Sports,Electronic Arts,0.0,0.22,0.0,0.01,0.24,,,,,,
6892,Rocket League,XOne,2016.0,Sports,505 Games,0.05,0.17,0.0,0.02,0.24,87.0,22.0,8.3,194.0,Psyonix,E
6904,PGA Tour 96,PS,1995.0,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24,,,,,,
6911,FIFA World Cup Germany 2006,XB,2006.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,77.0,22.0,8.4,9.0,EA Canada,E
6912,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,43.0,25.0,2.7,175.0,EA Sports,E
6918,PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,51.0,18.0,5.4,7.0,Oxygen Interactive,E10+
6927,We Love Golf!,Wii,2007.0,Sports,Capcom,0.19,0.0,0.03,0.02,0.24,,,,,,
6930,Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,46.0,12.0,7.5,30.0,Ubisoft Vancouver,E
6931,Tiger Woods PGA Tour 10,PSP,2009.0,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,70.0,7.0,tbd,,EA Tiburon,E
6956,NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,59.0,24.0,5.6,86.0,EA Sports,E
6965,Pro Yakyuu Team o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
6967,Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,Activision,0.17,0.03,0.0,0.03,0.23,,,tbd,,Activision,T
6970,World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,85.0,20.0,8.8,6.0,Blueshift,E
6980,Let's Make a Soccer Team!,PS2,2006.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
6984,All-Star Baseball 2001,N64,2000.0,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,,,,,,
6987,Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70.0,37.0,6.2,12.0,Sega,E
6988,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90.0,19.0,7,22.0,Kush Games,E
6992,NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,53.0,19.0,tbd,,989 Sports,E
6999,Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,63.0,4.0,tbd,,Ubisoft,E
7000,Tony Hawk's Downhill Jam,Wii,,Sports,Activision,0.21,0.0,0.0,0.02,0.23,69.0,42.0,6.2,13.0,Toys for Bob,E10+
7005,NHL FaceOff 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,78.0,11.0,tbd,,SolWorks,E
7006,Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,,,tbd,,FUN Labs,T
7015,Ashes Cricket 2009,Wii,2009.0,Sports,Codemasters,0.0,0.22,0.0,0.01,0.23,,,,,,
7016,Madden NFL 06,GBA,2005.0,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,71.0,7.0,tbd,,Exient Entertainment,E
7023,Major League Baseball 2K10,PS2,2010.0,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,,,tbd,,Visual Concepts,E
7027,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,73.0,36.0,5.2,17.0,EA Sports,E
7029,Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,70.0,18.0,5.8,12.0,Criterion Games,T
7035,Pro Yakyuu Team o Tsukurou! 2,PS2,2003.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
7047,Saka-Tsuku DS: Touch and Direct,DS,2008.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,,
7055,Madden NFL 12,PSP,2011.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,,,tbd,,EA Tiburon,E
7065,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,,,,,,
7067,Madden NFL 13,WiiU,2012.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,75.0,9.0,6.7,30.0,EA Tiburon,E
7076,NFL Blitz Pro,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,73.0,20.0,8.5,14.0,Midway,E
7077,Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90.0,10.0,8,5.0,EA Sports,E
7089,SSX On Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,79.0,23.0,8.1,44.0,EA Montreal,E
7090,NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,,,tbd,,EA Canada,E
7091,Hooked! Real Motion Fishing,Wii,2007.0,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,,,,,,
7094,NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,61.0,15.0,tbd,,989 Sports,E
7097,Tony Hawk's Proving Ground,DS,2007.0,Sports,Activision,0.2,0.01,0.0,0.02,0.23,79.0,21.0,6.7,6.0,Vicarious Visions,E10+
7099,Bass Pro Shops: The Hunt,Wii,2010.0,Sports,XS Games,0.21,0.0,0.0,0.01,0.23,,,tbd,,Griffin International,T
7103,Deca Sports 3,Wii,2010.0,Sports,Hudson Soft,0.14,0.07,0.0,0.02,0.23,41.0,7.0,tbd,,"Hudson, NATSUME ATARI Inc.",E
7107,NBA ShootOut 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,62.0,22.0,5.9,8.0,SCEA,E
7109,Big Beach Sports 2,Wii,,Sports,THQ,0.09,0.11,0.0,0.02,0.23,,,tbd,,Jet Black Games,E
7111,NHL FaceOff 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,55.0,20.0,tbd,,989 Sports,E
7116,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010.0,Sports,Sega,0.08,0.12,0.0,0.02,0.23,,,,,,
7130,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007.0,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.22,,,,,,
7132,Family Party: 30 Great Games Winter Fun,Wii,2010.0,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.22,,,tbd,,Tamsoft,E
7144,Whirl Tour,PS2,2002.0,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,58.0,9.0,7,5.0,Papaya Studios,E
7148,NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,75.0,25.0,8.5,15.0,EA Canada,E
7150,pro evolution soccer 2011,Wii,2010.0,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,78.0,9.0,5.4,7.0,Konami,E
7161,NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88.0,18.0,9,5.0,EA Sports,E
7162,Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77.0,20.0,7.8,6.0,Alphadream Corporation,E
7173,NFL Quarterback Club 97,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,,,,,,
7182,Rapala's Fishing Frenzy,Wii,2008.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,61.0,5.0,tbd,,FUN Labs,E
7184,Super Swing Golf,Wii,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72.0,44.0,7.8,15.0,"Tecmo, Ntreev Soft",E10+
7187,Barbie Super Sports,PS,1999.0,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,,,,,,
7190,Tony Hawk's Downhill Jam,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,34.0,7,7.0,Vicarious Visions,E
7201,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996.0,Sports,Imagineer,0.0,0.0,0.22,0.0,0.22,,,,,,
7215,NBA Jam Extreme,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,,,,,,
7222,NHL Championship 2000,PS,1998.0,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22,,,,,,
7229,All-Star Baseball 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66.0,17.0,5.6,9.0,Acclaim,E
7240,NBA Live 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51.0,11.0,5.9,14.0,EA Sports,E
7241,NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67.0,12.0,7.8,6.0,Acclaim,E
7242,NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70.0,23.0,5.6,8.0,EA Canada,E
7252,Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61.0,13.0,6.8,65.0,HB Studios Multimedia,E
7256,NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,72.0,19.0,5.4,8.0,SCEA Sports Studio,E
7265,Jikkyou Powerful Major League,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,,,,,,
7267,NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92.0,24.0,8.3,15.0,Visual Concepts,E
7268,Saltwater Sportfishing,PS,2001.0,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,,,,,,
7272,J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,,,,,,
7277,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995.0,Sports,Sega,0.0,0.0,0.22,0.0,0.22,,,,,,
7279,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008.0,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,,,,,,
7295,NBA in the Zone 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,,,,,,
7296,Dark Summit,PS2,2001.0,Sports,THQ,0.11,0.08,0.0,0.03,0.21,67.0,11.0,tbd,,Radical Entertainment,T
7298,Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,Sony Computer Entertainment,0.07,0.0,0.13,0.01,0.21,80.0,27.0,8,17.0,Clap Hanz,E
7299,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001.0,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,,,,,,
7307,NBA,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57.0,25.0,6.9,14.0,989 Sports,E
7309,Pro Yakyuu Greatest Nine '97,SAT,1997.0,Sports,Sega,0.0,0.0,0.21,0.0,0.21,,,,,,
7311,Big League Sports,X360,2011.0,Sports,Activision,0.18,0.01,0.0,0.02,0.21,,,tbd,,Activision,E
7314,Dorabase DS: Dramatic Stadium,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,
7318,Backyard NFL Football '09,Wii,2008.0,Sports,Atari,0.2,0.0,0.0,0.02,0.21,,,,,,
7319,College Hoops 2K7,X360,2006.0,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,82.0,22.0,8.2,12.0,2K Sports,E
7322,NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,69.0,22.0,tbd,,EA Canada,E
7345,NHL 2K6,XB,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,83.0,32.0,7.5,26.0,2K Sports,E10+
7350,MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67.0,21.0,7.7,16.0,EA Canada,E
7353,Tony Hawk's American Sk8land,DS,2005.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,31.0,8.7,55.0,Vicarious Visions,E
7356,RealSports Baseball,2600,1981.0,Sports,Atari,0.2,0.01,0.0,0.0,0.21,,,,,,
7360,The BIGS 2,X360,2009.0,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,76.0,31.0,6.2,35.0,Blue Castle Games,E10+
7373,Madden NFL 07,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,9.0,6.5,10.0,Exient Entertainment,E
7377,Bass Pro Shops: The Strike,X360,2009.0,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,63.0,4.0,5.8,5.0,Piranha Games,E
7388,Move Fitness,PS3,,Sports,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,,,,,,
7394,Cabela's Deer Hunt: 2004 Season,XB,2003.0,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,65.0,5.0,8.4,16.0,FUN Labs,T
7395,Brunswick Pro Bowling,PSP,2007.0,Sports,505 Games,0.19,0.0,0.0,0.02,0.21,,,7.3,4.0,Point of View,E
7435,NBA Live 15,XOne,2014.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,53.0,9.0,6.8,53.0,EA Sports,E
7437,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,
7441,NHL Hitz 20-02,GC,2001.0,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,79.0,13.0,8.7,7.0,Midway,E
7443,NCAA Football 2003,GC,2002.0,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,11.0,8.1,9.0,EA Sports,E
7449,Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011.0,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,,,,,,
7451,ESPN Winter X Games: Snowboarding 2002,PS2,2000.0,Sports,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,64.0,14.0,7.9,8.0,Konami,T
7460,Tony Hawk's Motion,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21,39.0,11.0,tbd,,Creat Studios,E
7462,NCAA March Madness 07,X360,2007.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67.0,33.0,7.1,15.0,EA Canada,E
7463,StokEd,X360,2009.0,Sports,Zushi Games,0.18,0.01,0.0,0.01,0.21,68.0,34.0,8.6,19.0,Bongfish,T
7468,NHL 2003,XB,2002.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80.0,12.0,7.9,12.0,EA Sports,E
7470,Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,25.0,7.4,14.0,EA Canada,E
7471,NHL 2K3,PS2,2002.0,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0,Treyarch,E
7473,NCAA Football 10,PSP,2009.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,,,tbd,,EA Tiburon,E
7478,Pro Yaky? Spirits 2010,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,
7480,Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision,0.09,0.08,0.0,0.03,0.21,32.0,43.0,1.5,427.0,Robomodo,T
7481,MLB 10: The Show,PSP,2010.0,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,79.0,11.0,6.6,8.0,SCEA,E
7482,Gallop Racer 2003: A New Breed,PS2,2002.0,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68.0,16.0,8.5,15.0,Tecmo,E
7485,Outlaw Golf 2,XB,2004.0,Sports,Global Star,0.15,0.04,0.0,0.01,0.21,74.0,41.0,tbd,,Hypnotix,M
7488,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011.0,Sports,Sega,0.0,0.0,0.21,0.0,0.21,,,,,,
7509,Backyard NFL Football 2006,PS2,2005.0,Sports,Atari,0.1,0.08,0.0,0.03,0.2,,,,,,
7518,NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,76.0,21.0,7.2,5.0,EA Canada,E
7524,International Superstar Soccer 2000,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
7533,PBR: Out of the Chute,PS2,2008.0,Sports,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,,,,,,
7534,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
7542,MLB SlugFest 20-03,XB,2002.0,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,79.0,9.0,7.8,5.0,Gratuitous Games,E
7549,Rocket Power: Zero Gravity Zone,GBA,2003.0,Sports,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,
7554,ESPN MLB Baseball,PS2,2004.0,Sports,Sega,0.1,0.08,0.0,0.03,0.2,,,,,,
7564,NBA 2K2,XB,2002.0,Sports,Sega,0.15,0.04,0.0,0.01,0.2,90.0,17.0,7.6,5.0,Visual Concepts,E
7566,Major League Baseball 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72.0,13.0,6.3,9.0,Visual Concepts,E
7575,Super Dodge Ball Advance,GBA,2001.0,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,79.0,11.0,tbd,,Atlus Co.,E
7576,FIFA 16,PC,2015.0,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,10.0,4.4,296.0,EA Sports,E
7580,NBA Live 14,XOne,2013.0,Sports,Electronic Arts,0.16,0.02,0.0,0.02,0.2,36.0,14.0,3.1,88.0,EA Sports,E
7596,MVP Baseball 2003,XB,2003.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,18.0,9,9.0,EA Sports,E
7599,NCAA Final Four 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,45.0,16.0,tbd,,989 Sports,E
7604,Snowboard Kids,N64,1996.0,Sports,Atlus,0.16,0.04,0.0,0.0,0.2,,,,,,
7606,Famista 64,N64,,Sports,Namco Bandai Games,0.0,0.0,0.17,0.03,0.2,,,,,,
7609,Twisted Edge Extreme Snowboarding,N64,1998.0,Sports,Kemco,0.16,0.04,0.0,0.0,0.2,,,,,,
7612,NBA 07,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,24.0,7,5.0,SCEA,E
7626,The BIGS 2,PS2,2009.0,Sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,,,tbd,,Blue Castle Games,E10+
7629,Mat Hoffman's Pro BMX 2,XB,2002.0,Sports,Activision,0.15,0.04,0.0,0.01,0.2,75.0,16.0,tbd,,Rainbow Studios,T
7631,Ashes Cricket 2009,X360,2009.0,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2,,,,,,
7637,Pro Yaky? Spirits 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
7638,Cabela's North American Adventures,Wii,2010.0,Sports,Activision,0.19,0.0,0.0,0.01,0.2,,,tbd,,FUN Labs,T
7641,Cabela's Big Game Hunter (2008),PS2,2007.0,Sports,Activision Value,0.1,0.08,0.0,0.03,0.2,,,tbd,,Activision,T
7647,NFL Street 2,GC,2004.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,77.0,24.0,tbd,,EA Tiburon,E
7648,Pro Yaky? Spirits 2013,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
